"Timestamp per day",Attacks,"Unique Src IPs"
1730847600000,241,113
1730934000000,1205,113
1731020400000,1047,95
1731106800000,321,87
1731193200000,324,95
1731279600000,675,106
1731366000000,588,95
1731452400000,939,102
1731538800000,590,105
1731625200000,394,93
1731711600000,1097,88
1731798000000,729,97
1731884400000,937,129
1731970800000,1065,108
1732057200000,820,111
1732143600000,413,85
1732230000000,560,99
1732316400000,1747,138
1732402800000,858,135
1732489200000,990,148
1732575600000,1211,160
1732662000000,1787,161
1732748400000,1756,177
1732834800000,830,154
1732921200000,1226,148
1733007600000,1561,163
1733094000000,2246,122
1733180400000,1059,166
1733266800000,688,135
1733353200000,809,156
1733439600000,1143,150
1733526000000,780,132
1733612400000,855,150
1733698800000,1430,138
1733785200000,815,144
1733871600000,1135,141
1733958000000,1350,148
1734044400000,1579,141
1734130800000,693,120
1734217200000,1157,102
1734303600000,1945,148
1734390000000,812,135
1734476400000,1103,147
1734562800000,822,137
1734649200000,763,123
1734735600000,897,110
1734822000000,1207,133
1734908400000,770,117
1734994800000,671,138
1735081200000,510,122
1735167600000,608,121
1735254000000,929,143
1735340400000,517,92
1735426800000,752,91
1735513200000,1702,85
1735599600000,731,75
1735686000000,758,111
1735772400000,434,97
1735858800000,696,84
1735945200000,333,79
1736031600000,410,124
1736118000000,1117,151
1736204400000,316,102
1736290800000,508,125
1736377200000,1586,137
1736463600000,2634,150
1736550000000,346,95
1736636400000,270,91
1736722800000,373,123
1736809200000,2042,142
1736895600000,1452,147
1736982000000,614,123
1737068400000,859,160
1737154800000,926,136
1737241200000,667,144
1737327600000,1194,138
1737414000000,420,119
1737500400000,685,125
1737586800000,659,119
1737673200000,580,142
1737759600000,731,131
1737846000000,512,126
1737932400000,394,132
1738018800000,996,76
1738105200000,387,61
1738191600000,622,115
1738278000000,737,129
1738364400000,514,107
1738450800000,1236,124
1738537200000,945,166
1738623600000,533,136
1738710000000,726,130
1738796400000,541,111
1738882800000,669,126
1738969200000,504,109
1739055600000,749,101
1739142000000,1608,166
1739228400000,1510,210
1739314800000,394,94
1739401200000,676,145
1739487600000,1545,109
1739574000000,3155,148
1739660400000,2788,125
1739746800000,6166,183
1739833200000,1136,206
1739919600000,902,196
1740006000000,800,160
1740092400000,1312,155
1740178800000,1222,167
1740265200000,1238,156
1740351600000,1541,179
1740438000000,1565,172
1740524400000,1258,174
1740610800000,784,188
1740697200000,1274,181
1740783600000,1542,222
1740870000000,3589,183
1740956400000,1754,207
1741042800000,1907,189
1741129200000,2121,165
1741215600000,770,185
1741302000000,1082,187
1741388400000,1463,167
1741474800000,1359,214
1741561200000,1341,180
1741647600000,1313,243
1741734000000,1577,199
1741820400000,81357,171
1741906800000,73535,191
1741993200000,69337,161
1742079600000,27157,175
1742166000000,98036,196
1742252400000,90299,192
1742338800000,25026,188
1742425200000,2224,195
1742511600000,2561,159
1742598000000,3616,205
1742684400000,2192,177
1742770800000,8552,182
1742857200000,34801,185
1742943600000,8706,149
1743030000000,1471,159
1743116400000,3934,158
1743202800000,18614,153
1743289200000,6219,163
1743372000000,8816,194
1743458400000,2346,243
1743544800000,1663,217
1743631200000,2599,219
1743717600000,2688,246
1743804000000,8570,191
1743890400000,1982,211
1743976800000,980,207
1744063200000,1873,205
1744149600000,2450,185
1744236000000,2022,250
1744322400000,2798,227
1744408800000,1330,177
1744495200000,9147,240
1744581600000,1733,229
1744668000000,2501,295
1744754400000,7139,193
1744840800000,1113,237
1744927200000,1788,202
1745013600000,1804,217
