"Timestamp per day",Attacks,"Unique Src IPs"
1734130800000,2153,60
1734217200000,3821,64
1734303600000,3379,62
1734390000000,11427,62
1734476400000,2882,70
1734562800000,3732,56
1734649200000,1471,54
1734735600000,3576,66
1734822000000,887,60
1734908400000,2777,74
1734994800000,1724,68
1735081200000,4291,65
1735167600000,891,51
1735254000000,702,44
1735340400000,661,44
1735426800000,1604,56
1735513200000,1676,46
1735599600000,4679,36
1735686000000,7353,44
1735772400000,2778,44
1735858800000,2699,56
1735945200000,8315,44
1736031600000,13247,57
1736118000000,4585,43
1736204400000,100448,35
1736290800000,56106,51
1736377200000,2093,47
1736463600000,997,54
1736550000000,739,42
1736636400000,1418,56
1736722800000,806,68
1736809200000,1306,55
1736895600000,799,61
1736982000000,447,66
1737068400000,2256,52
1737154800000,3099,63
1737241200000,5584,52
1737327600000,5334,56
1737414000000,6135,47
1737500400000,1588,45
1737586800000,59361,50
1737673200000,1165,53
1737759600000,684,51
1737846000000,396,52
1737932400000,1904,56
1738018800000,2523,49
1738105200000,10487,46
1738191600000,320,33
1738278000000,375,55
1738364400000,3987,53
1738450800000,1755,53
1738537200000,69117,53
1738623600000,1312,57
1738710000000,2475,51
1738796400000,5624,48
1738882800000,4525,52
1738969200000,2259,48
1739055600000,8707,44
1739142000000,1571,48
1739228400000,4487,51
1739314800000,1673,39
1739401200000,2389,58
1739487600000,737,43
1739574000000,1197,68
1739660400000,646,57
1739746800000,619,58
1739833200000,2914,59
1739919600000,3729,53
1740006000000,5179,50
1740092400000,8702,62
1740178800000,6981,63
1740265200000,4310,56
1740351600000,2535,57
1740438000000,3725,63
1740524400000,3719,69
1740610800000,3140,63
1740697200000,2179,75
1740783600000,16653,61
1740870000000,51804,71
1740956400000,25176,64
1741042800000,15342,74
1741129200000,31437,57
1741215600000,5724,56
1741302000000,12281,67
1741388400000,13822,52
1741474800000,326,47
1741561200000,48001,55
1741647600000,213088,44
1741734000000,123903,64
1741820400000,99374,60
1741906800000,61401,61
1741993200000,24976,56
1742079600000,52819,63
1742166000000,48378,65
1742252400000,82845,51
1742338800000,74029,62
1742425200000,4859,58
1742511600000,114726,63
1742598000000,187640,42
1742684400000,566,42
1742770800000,20266,73
1742857200000,543,54
1742943600000,35090,58
1743030000000,1298,64
1743116400000,146314,58
1743202800000,41198,56
1743289200000,1423,59
1743372000000,1202,64
1743458400000,1126,63
1743544800000,1460,54
1743631200000,1418,55
1743717600000,1084,47
1743804000000,826,56
1743890400000,810,33
1743976800000,153969,55
1744063200000,523,48
1744149600000,724,61
1744236000000,651,49
1744322400000,598,49
1744408800000,623,59
1744495200000,801,53
1744581600000,719,49
1744668000000,1215,42
1744754400000,267016,54
1744840800000,1327,52
1744927200000,1067,60
1745013600000,939,72
